Unnamed: 0,id,Company Name,Cmt_day,Rating,Salary & benefits,Training & learning,Management cares about me,Culture & fun,Office & workspace,Recommend,positive_count,negative_count
41,10,Allexceed Việt Nam,2021-10-01,4,3,4,4,4,4,1,9,1
42,10,Allexceed Việt Nam,2020-10-01,4,4,3,1,3,2,1,48,30
43,10,Allexceed Việt Nam,2020-08-01,1,3,1,3,2,1,0,5,7
44,10,Allexceed Việt Nam,2020-07-01,4,3,3,2,2,3,1,4,3
45,10,Allexceed Việt Nam,2019-08-01,3,3,3,3,3,3,1,4,4
46,10,Allexceed Việt Nam,2019-01-01,3,3,2,2,2,2,1,6,0
47,10,Allexceed Việt Nam,2018-09-01,3,3,4,4,4,3,0,6,0
48,10,Allexceed Việt Nam,2018-07-01,3,3,3,2,3,3,1,9,2
49,10,Allexceed Việt Nam,2018-02-01,5,4,2,4,3,2,1,6,0
50,10,Allexceed Việt Nam,2018-01-01,3,3,3,2,3,2,1,3,0
51,10,Allexceed Việt Nam,2017-05-01,3,3,4,3,3,3,1,3,0
52,10,Allexceed Việt Nam,2016-08-01,5,5,4,4,4,4,1,5,1
53,12,Alpaca Vietnam,2024-08-01,4,3,5,4,4,4,1,4,0
54,12,Alpaca Vietnam,2021-09-01,5,4,4,3,5,3,1,8,0
55,12,Alpaca Vietnam,2021-08-01,5,5,4,4,2,4,1,10,2
56,12,Alpaca Vietnam,2021-06-01,5,4,5,4,4,3,1,3,0
57,12,Alpaca Vietnam,2021-04-01,4,4,3,4,4,3,1,12,0
58,13,"ANDPAD VietNam Co., Ltd",2024-11-01,5,5,5,5,5,5,1,9,0
59,13,"ANDPAD VietNam Co., Ltd",2024-05-01,5,5,3,4,5,5,1,10,0
60,13,"ANDPAD VietNam Co., Ltd",2023-02-01,5,5,5,5,5,4,1,4,0
61,13,"ANDPAD VietNam Co., Ltd",2023-02-01,5,4,5,5,5,4,1,11,2
62,13,"ANDPAD VietNam Co., Ltd",2022-12-01,5,4,3,4,4,4,1,6,1
63,13,"ANDPAD VietNam Co., Ltd",2022-12-01,5,5,4,5,5,4,1,15,4
64,13,"ANDPAD VietNam Co., Ltd",2022-12-01,5,5,4,5,4,5,1,9,0
65,13,"ANDPAD VietNam Co., Ltd",2022-11-01,5,5,5,4,5,5,1,7,0
66,13,"ANDPAD VietNam Co., Ltd",2022-04-01,4,4,4,4,4,4,1,7,0
67,13,"ANDPAD VietNam Co., Ltd",2022-04-01,5,4,2,4,4,4,1,10,0
68,21,ARIS Vietnam,2022-10-01,4,3,4,5,5,4,1,7,3
69,21,ARIS Vietnam,2021-12-01,3,3,3,3,3,3,1,2,1
70,21,ARIS Vietnam,2021-12-01,3,4,3,4,3,4,1,3,1
71,21,ARIS Vietnam,2020-12-01,5,5,5,5,5,5,1,4,2
72,21,ARIS Vietnam,2019-12-01,4,4,3,5,5,5,1,2,4
73,21,ARIS Vietnam,2019-06-01,2,2,1,1,1,4,0,3,4
74,21,ARIS Vietnam,2019-06-01,4,3,3,3,4,3,1,3,3
75,21,ARIS Vietnam,2019-05-01,3,3,3,3,3,4,1,2,1
76,21,ARIS Vietnam,2019-04-01,4,4,5,5,5,5,1,4,1
77,21,ARIS Vietnam,2018-05-01,3,2,3,2,3,3,0,3,2
78,21,ARIS Vietnam,2018-02-01,3,3,3,4,4,3,1,1,2
79,21,ARIS Vietnam,2016-09-01,5,3,5,5,5,4,1,3,2
80,21,ARIS Vietnam,2016-09-01,4,3,3,4,4,4,1,6,3
81,24,Asilla,2025-03-01,5,5,5,5,5,4,1,8,3
82,24,Asilla,2024-04-01,5,4,4,5,5,3,1,3,3
83,24,Asilla,2024-03-01,5,4,3,4,5,4,1,7,4
84,24,Asilla,2024-04-01,1,1,1,1,1,1,0,3,0
85,24,Asilla,2024-02-01,5,5,5,5,5,5,1,6,2
86,24,Asilla,2023-02-01,5,5,4,4,5,5,1,11,1
87,24,Asilla,2022-10-01,4,4,4,4,4,4,1,3,1
88,24,Asilla,2022-09-01,5,5,5,5,5,5,1,9,1
89,24,Asilla,2021-10-01,5,5,5,4,4,4,1,5,1
90,24,Asilla,2020-04-01,5,5,4,3,3,3,1,6,2
91,25,Athena Studio,2023-10-01,5,5,4,5,4,4,1,2,1
92,25,Athena Studio,2023-10-01,5,5,4,5,5,5,1,6,1
93,25,Athena Studio,2023-06-01,5,5,5,4,5,4,1,9,2
94,25,Athena Studio,2023-06-01,5,4,5,5,5,4,1,7,3
95,25,Athena Studio,2023-06-01,5,5,4,5,5,4,1,3,1
96,25,Athena Studio,2023-05-01,5,5,4,5,5,4,1,5,3
97,25,Athena Studio,2023-04-01,5,5,4,5,4,4,1,7,1
98,25,Athena Studio,2023-04-01,5,4,5,5,4,5,1,4,0
99,25,Athena Studio,2023-03-01,5,5,4,4,5,5,1,9,1
100,25,Athena Studio,2022-09-01,5,4,5,5,4,5,1,4,2
101,25,Athena Studio,2022-09-01,5,5,5,5,5,4,1,4,0
102,25,Athena Studio,2022-08-01,5,5,4,5,5,4,1,3,0
103,25,Athena Studio,2022-06-01,5,5,4,5,5,5,1,3,1
104,25,Athena Studio,2022-06-01,2,2,2,2,2,4,0,6,3
105,25,Athena Studio,2022-06-01,5,4,4,5,4,4,1,9,2
106,25,Athena Studio,2022-06-01,5,4,4,5,4,3,1,6,1
107,25,Athena Studio,2019-10-01,5,5,4,5,5,5,1,6,4
108,25,Athena Studio,2019-10-01,5,4,4,5,4,3,1,2,5
109,25,Athena Studio,2019-10-01,5,5,4,5,5,5,1,4,2
110,25,Athena Studio,2019-04-01,5,3,3,3,5,5,1,4,0
111,25,Athena Studio,2019-04-01,5,4,5,4,5,5,1,6,1
112,25,Athena Studio,2017-10-01,5,4,4,5,5,4,1,6,2
113,25,Athena Studio,2017-10-01,5,4,4,4,5,5,1,7,3
114,25,Athena Studio,2017-10-01,5,4,4,5,5,4,1,3,1
115,25,Athena Studio,2017-05-01,5,5,5,5,5,5,1,9,2
116,29,Aviron,2024-05-01,5,4,5,4,5,4,1,2,1
117,29,Aviron,2023-04-01,5,5,4,4,5,4,1,9,4
118,29,Aviron,2022-07-01,4,4,3,4,4,3,1,5,1
119,29,Aviron,2022-05-01,4,4,4,5,5,4,1,8,1
120,35,AZoom VietNam,2024-06-01,3,3,2,3,3,3,1,3,0
121,35,AZoom VietNam,2022-02-01,4,4,3,5,4,3,1,6,1
122,35,AZoom VietNam,2022-02-01,4,4,5,5,4,4,1,6,1
123,35,AZoom VietNam,2022-02-01,4,5,4,4,4,4,1,5,1
124,35,AZoom VietNam,2022-02-01,4,5,5,5,4,4,1,14,0
125,36,"AZPLAYS Co., LTD",2025-03-01,4,5,5,4,5,5,1,3,0
126,36,"AZPLAYS Co., LTD",2024-08-01,4,5,3,3,3,3,1,3,1
127,36,"AZPLAYS Co., LTD",2024-07-01,3,4,3,3,3,4,1,2,0
128,36,"AZPLAYS Co., LTD",2024-07-01,4,4,4,4,4,4,1,7,3
129,36,"AZPLAYS Co., LTD",2024-06-01,5,4,4,4,4,4,1,6,1
130,36,"AZPLAYS Co., LTD",2023-03-01,4,4,4,4,4,3,1,4,1
131,38,BAN VIEN CORPORATION,2025-02-01,4,4,4,4,4,4,1,0,0
132,38,BAN VIEN CORPORATION,2024-12-01,4,3,3,3,3,3,1,2,0
133,38,BAN VIEN CORPORATION,2024-06-01,4,3,4,4,4,4,1,5,0
134,38,BAN VIEN CORPORATION,2025-01-01,3,2,3,2,3,4,0,0,1
135,38,BAN VIEN CORPORATION,2024-07-01,3,3,2,3,2,3,0,1,7
136,38,BAN VIEN CORPORATION,2024-06-01,3,3,2,3,3,3,0,1,0
137,38,BAN VIEN CORPORATION,2024-05-01,4,3,4,4,5,4,1,10,2
138,38,BAN VIEN CORPORATION,2024-03-01,5,5,5,5,5,5,1,9,6
139,38,BAN VIEN CORPORATION,2024-02-01,3,3,1,2,3,4,0,3,4
140,38,BAN VIEN CORPORATION,2024-02-01,3,2,4,3,3,2,0,9,5
141,38,BAN VIEN CORPORATION,2024-01-01,4,3,4,4,3,3,1,6,1
142,38,BAN VIEN CORPORATION,2023-12-01,5,4,3,5,4,4,1,1,1
143,38,BAN VIEN CORPORATION,2023-09-01,4,4,4,4,4,4,1,5,3
144,38,BAN VIEN CORPORATION,2023-08-01,3,3,3,4,5,5,1,3,2
145,38,BAN VIEN CORPORATION,2023-06-01,1,2,1,2,2,3,0,2,7
146,38,BAN VIEN CORPORATION,2022-03-01,5,5,3,5,5,2,1,1,0
147,38,BAN VIEN CORPORATION,2022-01-01,3,2,2,3,3,4,1,1,1
148,38,BAN VIEN CORPORATION,2021-12-01,5,3,5,5,5,4,1,4,5
149,38,BAN VIEN CORPORATION,2021-12-01,2,2,3,3,2,4,0,1,4
150,38,BAN VIEN CORPORATION,2021-11-01,4,3,3,4,4,3,1,1,1
151,38,BAN VIEN CORPORATION,2021-09-01,3,4,2,2,2,3,1,2,1
152,38,BAN VIEN CORPORATION,2021-06-01,3,3,3,4,4,3,1,4,2
153,38,BAN VIEN CORPORATION,2021-05-01,3,3,3,3,3,3,1,4,1
154,38,BAN VIEN CORPORATION,2021-05-01,4,4,4,5,3,3,1,6,1
155,38,BAN VIEN CORPORATION,2021-03-01,3,3,2,2,4,5,1,5,1
156,38,BAN VIEN CORPORATION,2021-03-01,4,3,4,4,4,3,1,8,3
157,38,BAN VIEN CORPORATION,2020-06-01,5,4,5,5,5,5,1,7,2
158,38,BAN VIEN CORPORATION,2020-06-01,5,5,5,4,4,4,1,8,2
159,38,BAN VIEN CORPORATION,2020-05-01,5,5,5,5,5,5,1,4,1
160,38,BAN VIEN CORPORATION,2020-05-01,4,4,4,4,4,4,1,2,1
161,38,BAN VIEN CORPORATION,2020-04-01,5,5,4,3,4,4,1,7,4
162,38,BAN VIEN CORPORATION,2020-03-01,5,4,4,4,4,5,1,7,3
163,38,BAN VIEN CORPORATION,2020-02-01,5,4,5,4,4,5,1,15,6
164,38,BAN VIEN CORPORATION,2019-08-01,3,3,4,3,4,4,1,8,3
165,38,BAN VIEN CORPORATION,2019-06-01,4,4,3,4,4,4,1,4,4
166,38,BAN VIEN CORPORATION,2018-12-01,4,4,3,4,4,4,1,5,2
167,38,BAN VIEN CORPORATION,2018-05-01,3,3,3,3,3,3,1,4,1
168,38,BAN VIEN CORPORATION,2018-04-01,4,4,4,5,5,5,1,6,3
169,38,BAN VIEN CORPORATION,2018-03-01,3,3,3,3,3,2,1,5,1
170,38,BAN VIEN CORPORATION,2017-08-01,5,5,5,5,5,5,1,9,2
171,38,BAN VIEN CORPORATION,2017-07-01,5,3,5,5,5,5,1,7,2
172,38,BAN VIEN CORPORATION,2016-07-01,5,4,5,4,4,4,1,11,1
173,40,bbv Vietnam,2025-03-01,5,5,5,5,3,5,1,2,1
174,40,bbv Vietnam,2025-01-01,5,5,5,5,5,5,1,13,4
175,40,bbv Vietnam,2022-09-01,4,4,5,5,4,4,1,4,1
176,40,bbv Vietnam,2022-02-01,5,5,4,5,5,5,1,8,3
177,40,bbv Vietnam,2021-06-01,5,5,5,5,4,4,1,1,2
178,40,bbv Vietnam,2021-01-01,5,5,5,5,5,4,1,5,1
179,40,bbv Vietnam,2020-10-01,4,4,3,4,3,3,1,11,3
180,40,bbv Vietnam,2020-05-01,3,3,3,4,4,4,1,4,1
181,40,bbv Vietnam,2020-02-01,4,4,4,4,4,2,1,7,4
182,40,bbv Vietnam,2019-10-01,4,4,3,4,4,5,1,4,3
183,40,bbv Vietnam,2019-08-01,4,4,4,4,5,5,1,3,2
184,40,bbv Vietnam,2017-07-01,4,4,3,1,3,4,1,3,2
185,45,Blue Belt Technology,2023-07-01,5,5,5,5,5,5,1,11,2
186,45,Blue Belt Technology,2023-07-01,5,5,4,4,4,5,1,4,0
187,45,Blue Belt Technology,2023-06-01,3,4,3,3,3,4,1,3,7
188,45,Blue Belt Technology,2021-06-01,1,2,1,1,2,3,0,3,2
189,45,Blue Belt Technology,2021-06-01,5,5,5,4,4,5,1,3,1
190,45,Blue Belt Technology,2021-06-01,5,5,5,5,5,5,1,3,2
191,45,Blue Belt Technology,2021-06-01,1,1,1,1,1,1,0,1,5
192,45,Blue Belt Technology,2021-04-01,4,4,4,5,4,5,1,4,3
193,45,Blue Belt Technology,2018-03-01,5,5,5,5,5,5,1,5,1
194,45,Blue Belt Technology,2017-12-01,4,4,4,3,4,5,1,8,0
195,45,Blue Belt Technology,2017-12-01,4,5,4,4,4,4,1,1,0
196,45,Blue Belt Technology,2017-12-01,4,4,2,3,3,4,1,3,0
197,45,Blue Belt Technology,2017-12-01,4,4,3,4,4,5,1,5,0
198,45,Blue Belt Technology,2017-12-01,5,5,4,3,4,4,1,7,0
199,45,Blue Belt Technology,2017-03-01,2,3,1,1,1,3,0,3,1
200,50,Bosch Global Software Technologies Company Limited,2025-01-01,4,3,4,3,4,4,1,6,0
201,50,Bosch Global Software Technologies Company Limited,2025-04-01,3,4,4,3,4,5,1,5,0
202,50,Bosch Global Software Technologies Company Limited,2025-04-01,3,4,3,3,3,3,1,8,0
203,50,Bosch Global Software Technologies Company Limited,2025-04-01,1,2,4,2,4,4,0,10,3
204,50,Bosch Global Software Technologies Company Limited,2025-04-01,4,3,4,4,5,4,1,7,1
205,50,Bosch Global Software Technologies Company Limited,2025-04-01,3,4,1,3,4,4,0,6,6
206,50,Bosch Global Software Technologies Company Limited,2025-03-01,4,3,2,4,4,4,0,3,2
207,50,Bosch Global Software Technologies Company Limited,2025-02-01,2,3,4,4,4,5,1,5,2
208,50,Bosch Global Software Technologies Company Limited,2024-11-01,3,3,3,3,3,3,0,4,5
209,50,Bosch Global Software Technologies Company Limited,2024-11-01,5,4,4,4,4,5,1,2,0
210,50,Bosch Global Software Technologies Company Limited,2024-10-01,4,3,5,4,3,5,1,6,0
211,50,Bosch Global Software Technologies Company Limited,2024-08-01,4,5,4,3,5,5,1,9,1
212,50,Bosch Global Software Technologies Company Limited,2024-08-01,4,4,4,4,4,4,1,5,0
213,50,Bosch Global Software Technologies Company Limited,2024-07-01,5,3,4,4,4,5,1,6,0
214,50,Bosch Global Software Technologies Company Limited,2024-07-01,3,3,3,3,3,3,0,3,3
215,50,Bosch Global Software Technologies Company Limited,2024-06-01,4,5,4,4,4,4,1,8,2
216,50,Bosch Global Software Technologies Company Limited,2024-06-01,4,4,4,3,3,4,1,4,1
217,50,Bosch Global Software Technologies Company Limited,2024-06-01,3,3,4,2,2,1,0,13,3
218,50,Bosch Global Software Technologies Company Limited,2024-05-01,3,5,5,3,4,5,1,6,7
219,50,Bosch Global Software Technologies Company Limited,2024-05-01,4,4,3,3,4,4,0,3,1
220,50,Bosch Global Software Technologies Company Limited,2024-05-01,5,5,2,5,5,5,1,7,0
221,50,Bosch Global Software Technologies Company Limited,2024-05-01,5,4,4,4,4,4,1,3,1
222,50,Bosch Global Software Technologies Company Limited,2024-03-01,4,4,5,5,4,5,1,4,1
223,50,Bosch Global Software Technologies Company Limited,2024-03-01,4,4,4,4,4,4,1,0,1
224,50,Bosch Global Software Technologies Company Limited,2024-03-01,5,4,5,5,5,5,1,7,1
225,50,Bosch Global Software Technologies Company Limited,2024-01-01,5,5,5,5,5,5,1,4,2
226,50,Bosch Global Software Technologies Company Limited,2023-12-01,5,4,5,4,5,3,1,11,0
227,50,Bosch Global Software Technologies Company Limited,2023-11-01,5,5,5,5,5,5,1,3,1
228,50,Bosch Global Software Technologies Company Limited,2023-11-01,3,3,3,2,3,5,0,7,3
229,50,Bosch Global Software Technologies Company Limited,2023-10-01,5,3,5,5,5,5,1,3,1
230,50,Bosch Global Software Technologies Company Limited,2023-10-01,4,3,3,5,4,5,1,15,7
231,50,Bosch Global Software Technologies Company Limited,2023-09-01,4,4,5,5,5,5,1,5,1
232,50,Bosch Global Software Technologies Company Limited,2023-09-01,4,3,3,4,4,5,1,5,3
233,50,Bosch Global Software Technologies Company Limited,2023-08-01,5,5,5,5,5,5,1,5,1
234,50,Bosch Global Software Technologies Company Limited,2023-07-01,4,3,4,4,5,4,1,7,2
235,50,Bosch Global Software Technologies Company Limited,2023-06-01,1,4,3,1,2,3,0,2,2
236,50,Bosch Global Software Technologies Company Limited,2023-06-01,4,4,3,3,4,5,1,9,2
237,50,Bosch Global Software Technologies Company Limited,2023-03-01,3,4,3,2,3,3,1,9,2
238,50,Bosch Global Software Technologies Company Limited,2023-02-01,3,3,3,3,3,4,1,3,4
239,50,Bosch Global Software Technologies Company Limited,2023-01-01,4,4,4,3,4,4,1,3,0
240,50,Bosch Global Software Technologies Company Limited,2023-01-01,4,3,2,4,4,4,1,2,3
241,50,Bosch Global Software Technologies Company Limited,2022-11-01,3,4,3,4,3,4,1,4,1
242,50,Bosch Global Software Technologies Company Limited,2022-11-01,4,3,4,5,3,4,1,5,2
243,50,Bosch Global Software Technologies Company Limited,2022-10-01,4,3,3,4,3,4,1,7,2
244,50,Bosch Global Software Technologies Company Limited,2022-09-01,3,4,4,4,4,4,1,2,1
245,50,Bosch Global Software Technologies Company Limited,2022-08-01,3,3,3,3,3,4,0,2,0
246,50,Bosch Global Software Technologies Company Limited,2022-08-01,4,4,4,5,5,5,1,5,2
247,50,Bosch Global Software Technologies Company Limited,2022-08-01,2,2,2,2,2,2,0,4,3
248,50,Bosch Global Software Technologies Company Limited,2022-08-01,4,4,4,5,4,3,1,2,0
249,50,Bosch Global Software Technologies Company Limited,2022-07-01,1,2,1,1,1,3,0,6,6
250,50,Bosch Global Software Technologies Company Limited,2022-06-01,3,2,3,3,4,4,0,5,6
251,50,Bosch Global Software Technologies Company Limited,2022-04-01,4,3,3,4,5,4,1,4,0
252,50,Bosch Global Software Technologies Company Limited,2022-04-01,2,3,2,4,4,4,0,6,1
253,50,Bosch Global Software Technologies Company Limited,2022-04-01,3,3,2,2,4,4,0,13,9
254,50,Bosch Global Software Technologies Company Limited,2022-04-01,5,4,5,5,5,5,1,7,4
255,50,Bosch Global Software Technologies Company Limited,2022-03-01,3,2,3,1,2,5,1,2,3
256,50,Bosch Global Software Technologies Company Limited,2022-03-01,4,4,3,4,3,4,1,7,6
257,50,Bosch Global Software Technologies Company Limited,2022-02-01,3,3,4,3,5,5,1,0,2
258,50,Bosch Global Software Technologies Company Limited,2022-02-01,3,3,3,4,4,4,1,3,2
259,50,Bosch Global Software Technologies Company Limited,2022-01-01,3,3,3,3,5,5,1,8,3
260,50,Bosch Global Software Technologies Company Limited,2022-01-01,3,3,2,4,3,4,1,6,1
261,50,Bosch Global Software Technologies Company Limited,2021-12-01,2,3,2,2,2,4,0,5,23
262,50,Bosch Global Software Technologies Company Limited,2021-11-01,3,3,2,2,2,3,1,5,0
263,50,Bosch Global Software Technologies Company Limited,2021-10-01,5,5,4,4,4,5,1,3,0
264,50,Bosch Global Software Technologies Company Limited,2021-10-01,4,5,4,4,5,5,1,8,3
265,50,Bosch Global Software Technologies Company Limited,2021-10-01,3,3,2,3,3,3,0,7,4
266,50,Bosch Global Software Technologies Company Limited,2021-09-01,4,4,2,4,4,4,1,3,4
267,50,Bosch Global Software Technologies Company Limited,2021-09-01,3,3,3,3,4,3,0,4,4
268,50,Bosch Global Software Technologies Company Limited,2021-09-01,5,5,5,5,5,5,1,5,0
269,50,Bosch Global Software Technologies Company Limited,2021-09-01,2,1,1,1,1,1,0,0,3
270,50,Bosch Global Software Technologies Company Limited,2021-08-01,3,3,3,3,3,4,0,4,3
271,50,Bosch Global Software Technologies Company Limited,2021-08-01,3,3,4,3,2,3,1,6,6
272,50,Bosch Global Software Technologies Company Limited,2021-08-01,3,3,2,4,3,4,1,4,0
273,50,Bosch Global Software Technologies Company Limited,2021-08-01,2,1,2,3,3,4,0,3,8
274,50,Bosch Global Software Technologies Company Limited,2021-07-01,4,5,4,4,4,4,1,6,3
275,50,Bosch Global Software Technologies Company Limited,2021-07-01,4,3,4,4,3,4,1,5,2
276,50,Bosch Global Software Technologies Company Limited,2021-06-01,3,3,3,4,3,3,1,8,0
277,50,Bosch Global Software Technologies Company Limited,2021-06-01,5,4,4,4,4,4,1,5,1
278,50,Bosch Global Software Technologies Company Limited,2021-06-01,2,2,3,2,3,4,0,4,4
279,50,Bosch Global Software Technologies Company Limited,2021-06-01,3,3,3,2,2,3,1,4,2
280,50,Bosch Global Software Technologies Company Limited,2021-06-01,4,1,4,1,5,5,1,3,1
281,50,Bosch Global Software Technologies Company Limited,2021-06-01,4,3,3,2,3,4,1,5,0
282,50,Bosch Global Software Technologies Company Limited,2021-06-01,3,3,3,4,3,3,1,6,2
283,50,Bosch Global Software Technologies Company Limited,2021-05-01,3,3,3,3,4,3,1,3,1
284,50,Bosch Global Software Technologies Company Limited,2021-05-01,5,3,5,3,4,5,1,8,3
285,50,Bosch Global Software Technologies Company Limited,2021-04-01,4,3,2,3,3,2,1,3,2
286,50,Bosch Global Software Technologies Company Limited,2021-04-01,4,3,4,4,4,4,1,7,6
287,50,Bosch Global Software Technologies Company Limited,2021-03-01,4,4,4,4,4,3,1,4,3
288,50,Bosch Global Software Technologies Company Limited,2021-03-01,4,3,5,4,4,4,1,1,2
289,50,Bosch Global Software Technologies Company Limited,2021-03-01,4,4,4,4,4,5,1,7,3
290,50,Bosch Global Software Technologies Company Limited,2021-01-01,3,4,3,3,3,3,1,3,2
291,50,Bosch Global Software Technologies Company Limited,2021-01-01,4,3,3,4,4,4,1,4,3
292,50,Bosch Global Software Technologies Company Limited,2020-12-01,4,3,3,4,4,5,1,9,3
293,50,Bosch Global Software Technologies Company Limited,2020-12-01,5,5,5,5,5,5,1,0,1
294,50,Bosch Global Software Technologies Company Limited,2020-12-01,3,4,4,4,4,4,0,4,2
295,50,Bosch Global Software Technologies Company Limited,2020-12-01,4,5,5,5,5,3,1,3,3
296,50,Bosch Global Software Technologies Company Limited,2020-11-01,5,5,5,5,5,4,1,6,2
297,50,Bosch Global Software Technologies Company Limited,2020-11-01,4,4,4,3,3,4,1,4,4
298,50,Bosch Global Software Technologies Company Limited,2020-11-01,1,3,1,1,3,5,0,6,5
299,50,Bosch Global Software Technologies Company Limited,2020-11-01,4,3,3,3,4,4,1,2,1
300,50,Bosch Global Software Technologies Company Limited,2020-11-01,4,2,4,3,3,3,1,2,3
301,50,Bosch Global Software Technologies Company Limited,2020-10-01,1,1,4,3,3,5,0,5,1
302,50,Bosch Global Software Technologies Company Limited,2020-10-01,4,4,5,3,5,4,1,16,4
303,50,Bosch Global Software Technologies Company Limited,2020-10-01,3,4,1,2,4,4,0,4,0
304,50,Bosch Global Software Technologies Company Limited,2020-09-01,3,3,2,2,2,4,1,5,4
305,50,Bosch Global Software Technologies Company Limited,2020-08-01,3,5,3,3,3,4,1,9,5
306,50,Bosch Global Software Technologies Company Limited,2020-08-01,4,4,4,4,4,3,1,8,4
307,50,Bosch Global Software Technologies Company Limited,2020-07-01,3,3,3,4,3,3,0,3,0
308,50,Bosch Global Software Technologies Company Limited,2020-07-01,3,3,2,3,4,5,1,5,1
309,50,Bosch Global Software Technologies Company Limited,2020-07-01,3,3,3,3,2,4,1,5,2
310,50,Bosch Global Software Technologies Company Limited,2020-07-01,4,4,3,4,4,5,0,9,2
311,50,Bosch Global Software Technologies Company Limited,2020-07-01,4,4,3,4,5,5,1,2,1
312,50,Bosch Global Software Technologies Company Limited,2020-07-01,3,3,2,3,3,4,1,10,1
313,50,Bosch Global Software Technologies Company Limited,2020-06-01,4,4,4,5,4,4,1,8,0
314,50,Bosch Global Software Technologies Company Limited,2020-06-01,3,3,3,3,3,3,1,5,3
315,50,Bosch Global Software Technologies Company Limited,2020-06-01,3,2,3,2,3,3,1,13,7
316,50,Bosch Global Software Technologies Company Limited,2020-05-01,4,3,3,4,4,4,1,8,2
317,50,Bosch Global Software Technologies Company Limited,2020-05-01,3,4,2,2,3,4,0,5,5
318,50,Bosch Global Software Technologies Company Limited,2020-04-01,4,3,3,4,4,5,1,10,2
319,50,Bosch Global Software Technologies Company Limited,2020-04-01,4,4,5,5,5,5,1,3,3
320,50,Bosch Global Software Technologies Company Limited,2020-04-01,3,2,3,3,4,5,1,5,1
321,50,Bosch Global Software Technologies Company Limited,2020-04-01,3,3,3,2,2,3,1,5,3
322,50,Bosch Global Software Technologies Company Limited,2020-03-01,5,4,4,4,4,4,1,6,3
323,50,Bosch Global Software Technologies Company Limited,2020-03-01,2,3,1,1,1,2,0,0,3
324,50,Bosch Global Software Technologies Company Limited,2020-03-01,3,3,4,5,3,5,1,7,4
325,50,Bosch Global Software Technologies Company Limited,2020-02-01,4,3,4,3,3,3,1,2,1
326,50,Bosch Global Software Technologies Company Limited,2020-02-01,2,3,3,1,1,3,0,4,10
